0.29347825050354004,
0.13100099563598633,
0.2736492156982422,
0.12049627304077148,
0.11659836769104004,
0.3700721263885498,
0.11394166946411133,
0.12393879890441895,
0.27533698081970215,
0.15881872177124023,
0.2513270378112793,
0.12109994888305664,
0.2911412715911865,
0.12074851989746094,
0.19337821006774902,
0.2795374393463135,
0.12191605567932129,
0.12137222290039062,
0.25690627098083496,
0.1308281421661377,
0.281085729598999,
0.12703919410705566,
0.2797989845275879,
0.15624141693115234,
0.2425682544708252,
0.2195289134979248,
0.11785387992858887,
0.2716336250305176,
0.11613655090332031,
0.11749958992004395,
0.27325010299682617,
0.14954209327697754,
3.63468599319458,
0.11507177352905273,
0.11844444274902344,
0.16949224472045898,
0.14323163032531738,
0.2648885250091553,
0.13990354537963867,
0.1619400978088379,
0.1364121437072754,
0.2734496593475342,
0.1287369728088379,
0.2681913375854492,
0.13035058975219727,
0.12884807586669922,
0.24561023712158203,
0.11445808410644531,
0.11429905891418457,
0.12558341026306152,
0.356109619140625,
0.128739595413208,
0.27574634552001953,
0.11695432662963867,
0.2888832092285156,
0.11124205589294434,
0.11869597434997559,
0.27731776237487793,
0.13117170333862305,
0.27327680587768555,
0.11832261085510254,
0.12361550331115723,
0.26511263847351074,
0.11863923072814941,
0.11569023132324219,
0.26892924308776855,
0.13146257400512695,
0.15716838836669922,
0.11953282356262207,
0.26821160316467285,
0.11985039710998535,
0.28034257888793945,
0.11476755142211914,
0.11786985397338867,
0.26288580894470215,
0.12096667289733887,
0.11824655532836914,
0.26709508895874023,
0.11819767951965332,
0.11626958847045898,
0.26515698432922363,
0.12613701820373535,
0.27570414543151855,
0.12563300132751465,
0.168656587600708,
0.11932826042175293,
0.29302287101745605,
0.48529911041259766,
1.1424152851104736,
0.9449102878570557,
0.7143590450286865,
2.43988299369812,
1.2026731967926025,
9.22999620437622,
12.996967554092407,
1.9205782413482666,
5.858695983886719,
2.0615463256835938,
1.8403863906860352,
1.623995304107666,
6.224955797195435,
2.3596034049987793,
2.1515443325042725,
2.974072217941284,
4.300494432449341,
1.924408197402954,
3.723823070526123,
10.81571626663208,
11.262764692306519,
2.130283832550049,
4.26464581489563,
7.927658319473267,
1.6038074493408203,
2.8330135345458984,
1.1952612400054932,
0.6507282257080078,
1.7837998867034912,
0.12640619277954102,
0.3807799816131592,
0.11814093589782715,
0.12103891372680664,
0.1638498306274414,
0.12150216102600098,
0.11782956123352051,
0.26451778411865234,
0.12254977226257324,
0.1289386749267578,
1.2277402877807617,
0.3572821617126465,
0.2059342861175537,
0.14280438423156738,
0.16501522064208984,
0.12144064903259277,
0.17395925521850586,
0.11591291427612305,
0.11819887161254883,
0.17149758338928223,
0.1174156665802002,
0.12313270568847656,
0.2610585689544678,
0.13012933731079102,
0.27614617347717285,
0.11609792709350586,
0.11849355697631836,
0.2710554599761963,
0.13400006294250488,
0.16939496994018555,
0.11589431762695312,
0.12069058418273926,
0.26868224143981934,
0.17743182182312012,
0.2253425121307373,
0.2812626361846924,
0.11890935897827148,
0.1226205825805664,
0.2606685161590576,
0.1180267333984375,
0.1391303539276123,
0.246903657913208,
0.11827468872070312,
0.31546854972839355,
0.1650075912475586,
0.11488056182861328,
